,cost,feasible,status,costs,actions,upperbound,lowerbound,gap,iterations,nodes_processed,nodes_remaining,runtime,total_cost
809,0.20666658206062338,True,integer optimal solution,"[ 0.      0.      0.      0.1301  0.0404 -0.     -0.     -0.     -0.
 -0.      0.      0.063   0.2067  0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[   0.    0.    0.   -3. -144.    0.   -0.    0.   -0.   -0.    0.    1.
    1.    1.    0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
   -0.    0.]",0.206930111514357,0.206930111514357,0.0,30,0,0,0.0,0.6011843020971829
810,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.     -0.
  0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0.  0.  0. -0. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.05585619585397397,0.05585619585397397,0.0,31,0,0,0.0,0.05533332054283324
811,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0. -0.
  0.  0.  0.  0.  0.  0.  0.  0.]",0.1064908818526103,0.1064908818526103,0.0,26,0,0,0.015625,0.1056666338250376
813,0.04848805294765002,True,integer optimal solution,"[ 0.      0.      0.      0.0485  0.0285  0.      0.      0.     -0.
 -0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.     -0.      0.      0.      0.      0.     -0.      0.    ]","[   0.    0.    0.   -9. -175.    0.    0.    0.   -0.   -0.    0.   -0.
   -0.   -0.    0.    0.    0.    0.    0.   -0.    0.    0.    0.    0.
   -0.    0.]",0.04856606993227761,0.04856606993227762,0.0,35,0,0,0.0,0.07695072286744697
814,0.06717102098429337,True,integer optimal solution,"[ 0.      0.      0.      0.0672  0.0417 -0.      0.      0.      0.
 -0.      0.      0.063  -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[   0.    0.    0.  -11. -365.   -0.    0.    0.    0.   -0.    0.    1.
   -0.   -0.    0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
    0.    0.]",0.06739828290323885,0.06739828290323885,0.0,38,0,0,0.015625,0.2272524913793138
815,0.12318624143612064,True,integer optimal solution,"[ 0.      0.      0.      0.1067  0.1232 -0.     -0.      0.      0.1197
 -0.      0.      0.063  -0.      0.1057 -0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.0e+00  0.0e+00  0.0e+00 -9.0e+00 -2.9e+03  0.0e+00 -0.0e+00  0.0e+00
  1.0e+00 -0.0e+00  0.0e+00  1.0e+00 -0.0e+00  1.0e+00 -0.0e+00  0.0e+00
  0.0e+00  0.0e+00  0.0e+00  1.0e+00  0.0e+00  0.0e+00  0.0e+00  0.0e+00
 -0.0e+00  0.0e+00]",0.12319370826066246,0.12319370826066248,0.0,50,0,0,0.0,0.5735752204298793
818,0.06299998452436384,True,integer optimal solution,"[ 0.      0.      0.      0.0609  0.0606 -0.     -0.      0.     -0.
 -0.      0.      0.063  -0.     -0.      0.      0.      0.      0.
  0.0387  0.0553  0.      0.      0.059   0.     -0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -5.000e+00 -7.875e+03  0.000e+00
 -0.000e+00  0.000e+00 -0.000e+00 -0.000e+00  0.000e+00  1.000e+00
 -0.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 -1.000e+00  1.000e+00  0.000e+00  0.000e+00 -1.000e+00  0.000e+00
 -0.000e+00  0.000e+00]",0.06301235789330165,0.06301235789330165,0.0,50,0,0,0.0,0.33755494545445963
819,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0. -0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.10706862958538294,0.10706862958538294,0.0,4,0,0,0.0,0.22399993889223502
821,0.09725440854748602,True,integer optimal solution,"[ 0.      0.      0.      0.0973  0.0471  0.      0.      0.     -0.
 -0.      0.      0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[   0.    0.    0.   -2. -278.    0.   -0.    0.   -0.   -0.    0.    0.
   -0.   -0.    0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
   -0.    0.]",0.09727285653136652,0.09727285653136654,0.0,44,0,0,0.0,0.19965459767474217
822,0.055333320542833256,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.05549659857558492,0.05549659857558492,0.0,33,0,0,0.0,0.05533332054283324
828,0.06299998452436384,True,integer optimal solution,"[ 0.      0.      0.      0.      0.0378 -0.      0.      0.     -0.
 -0.      0.      0.063  -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00  0.000e+00 -1.319e+03 -0.000e+00
  0.000e+00  0.000e+00 -0.000e+00 -0.000e+00  0.000e+00  1.000e+00
 -0.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00]",0.06307739052772392,0.06307739052772392,0.0,43,0,0,0.0,0.15612439447053628
829,0.16098740292940716,True,integer optimal solution,"[ 0.      0.      0.      0.161   0.143   0.      0.      0.      0.
  0.      0.      0.063  -0.      0.1057 -0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -1.900e+01 -2.701e+03  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  1.000e+00
 -0.000e+00  1.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 -0.000e+00  0.000e+00]",0.16133491994378077,0.1613349199437808,0.0,40,0,0,0.015625,0.5279689155461387
831,0.1056666338250376,True,integer optimal solution,"[ 0.      0.      0.      0.     -0.     -0.     -0.      0.     -0.
  0.      0.     -0.     -0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0.  0.  0. -0. -0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.10678803667207454,0.10678803667207454,0.0,38,0,0,0.0,0.16099995436787085
832,0.1056666338250376,True,integer optimal solution,"[ 0.      0.      0.      0.0157  0.0235 -0.      0.     -0.     -0.
 -0.      0.      0.063  -0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -4.000e+00 -2.316e+03  0.000e+00
  0.000e+00  0.000e+00 -0.000e+00 -0.000e+00  0.000e+00  1.000e+00
 -0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00]",0.10572061589991139,0.10572061589991183,0.0,63,0,0,0.015625,0.2631940272889304
834,0.10566663382503759,True,integer optimal solution,"[ 0.      0.      0.      0.      0.     -0.     -0.      0.     -0.
 -0.      0.      0.     -0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0. -0.  0.  0. -0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.10570070302187194,0.10570070302187196,0.0,37,0,0,0.0,0.16099995436787085
835,0.06299998452436417,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.     -0.     -0.
 -0.      0.      0.063  -0.     -0.      0.      0.      0.     -0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0. -0. -0.  0.  1. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.063840774884145,0.06384077488414501,0.0,36,0,0,0.015625,0.11833330506719741
836,0.06299998452436417,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.     -0.
 -0.      0.      0.063  -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0. -0.  0.  1. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.06375219607763918,0.06375219607763918,0.0,38,0,0,0.0,0.11833330506719741
837,0.06299998452436417,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0. -0.  0.  0.]",0.06383405845816031,0.06383405845816033,0.0,4,0,0,0.0,0.11833330506719741
840,0.05533332054283321,True,integer optimal solution,"[ 0.      0.      0.      0.0288  0.0112 -0.     -0.      0.     -0.
 -0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[   0.    0.    0.   -2. -233.   -0.   -0.    0.   -0.   -0.    0.   -0.
   -0.   -0.    0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
    0.    0.]",0.05543781796401388,0.05543781796401388,0.0,47,0,0,0.0,0.09533281353705625
841,0.10566663382503805,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.10632299930507369,0.10632299930507369,0.0,43,0,0,0.0,0.16099995436787085
842,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0. -0.  0.  0.]",0.10608381595897741,0.10608381595897741,0.0,38,0,0,0.0,0.16099995436787085
843,0.04866665607945386,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.     -0.
  0.      0.     -0.     -0.     -0.      0.      0.0487  0.     -0.
  0.     -0.      0.      0.      0.      0.      0.      0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0. -0.  0.  0. -0. -0. -0.  0. -1.  0.  0.
  0. -0.  0.  0.  0.  0.  0.  0.]",0.04901716696756909,0.04901716696756909,0.0,34,0,0,0.0,0.04866665607945386
844,0.018785631711843886,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.0188 0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0. -0.
  0.  0.  0.  0.  0.  0.  0.  0.]",0.018904661854642436,0.018904661854642436,0.0,23,0,0,0.0,0.018785631711843886
846,0.05125332130258259,True,integer optimal solution,"[ 0.      0.      0.      0.0346  0.0513 -0.      0.     -0.     -0.
 -0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.     -0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -1.000e+00 -1.263e+03  0.000e+00
  0.000e+00  0.000e+00 -0.000e+00 -0.000e+00  0.000e+00 -0.000e+00
 -0.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 -0.000e+00  0.000e+00]",0.05127294848162369,0.05127294848162369,0.0,37,0,0,0.0,0.08581729095760177
847,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0. -0.  0.  0.]",0.10602264371987444,0.10602264371987444,0.0,34,0,0,0.0,0.16099995436787085
850,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  1.  0.  0.  0. -0.
  0.  0.  0.  0.  0.  0.  0.  0.]",0.10594661329001297,0.10594661329001297,0.0,41,0,0,0.0,0.1056666338250376
853,0.10566663382503756,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.0487 0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0. -0.  0.  0.  0.  0.  0.  1.  0. -1.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.10729998963285825,0.10729998963285825,0.0,33,0,0,0.0,0.2096666104473247
854,0.02803590584042015,True,integer optimal solution,"[ 0.      0.      0.      0.0147  0.028  -0.     -0.     -0.      0.
  0.      0.     -0.     -0.     -0.     -0.      0.      0.      0.
  0.     -0.      0.      0.      0.      0.      0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -1.000e+00 -2.203e+03  0.000e+00
 -0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00 -0.000e+00
 -0.000e+00 -0.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00]",0.028048258431277194,0.028048258431277194,0.0,50,0,0,0.0,0.04271492262169896
861,0.05533332054283324,True,integer optimal solution,"[0.     0.     0.     0.0346 0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.05579321451897005,0.05579321451897005,0.0,38,0,0,0.0,0.08989729019785236
862,0.055333320542833235,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.     -0.
  0.      0.      0.     -0.      0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0. -0.  0.  0.  0. -0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.055707080907408106,0.055707080907408106,0.0,31,0,0,0.0,0.05533332054283324
864,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0. -0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.10608858500229372,0.10608858500229372,0.0,4,0,0,0.0,0.22399993889223502
866,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0. -0.  0.  0.]",0.10618987999348098,0.10618987999348098,0.0,41,0,0,0.0,0.16099995436787085
868,0.05533332054283413,True,integer optimal solution,"[ 0.      0.      0.      0.0515  0.0129 -0.     -0.     -0.     -0.
 -0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[   0.    0.    0.   -4. -393.   -0.   -0.    0.   -0.   -0.    0.   -0.
   -0.   -0.    0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
    0.    0.]",0.055446429029827694,0.055446429029827694,0.0,48,0,0,0.015625,0.1197987505239625
869,0.06299998452436417,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.     -0.
 -0.      0.      0.063  -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0. -0. -0.  0.  1. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.06423987036007213,0.06423987036007213,0.0,32,0,0,0.0,0.11833330506719741
873,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0. -0.  0.  0.]",0.10639027430887252,0.10639027430887252,0.0,44,0,0,0.015625,0.16099995436787085
874,0.03866665912946566,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.0387 0.
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  0.  0.  0.]",0.0387046617997571,0.0387046617997571,0.0,33,0,0,0.0,0.03866665912946565
876,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.0487 0.     0.     0.0387 0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0. -1.  0. -0.
 -1.  1.  0.  0.  0. -0.  0.  0.]",0.10638890729857156,0.10638890729857158,0.0,32,0,0,0.0,0.24833326957679036
877,0.05533332054283324,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0.]",0.05538360189833615,0.05538360189833615,0.0,39,0,0,0.0,0.05533332054283324
878,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.     -0.
  0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0.  0.  0. -0. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.05575675371616544,0.05575675371616544,0.0,32,0,0,0.0,0.05533332054283324
881,0.06299998452436417,True,integer optimal solution,"[0.     0.     0.     0.     0.0025 0.     0.     0.     0.     0.
 0.     0.063  0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[   0.    0.    0.    0. -191.   -0.    0.    0.    0.    0.    0.    1.
    0.    0.    0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
    0.    0.]",0.06303039024096839,0.0630303902409684,0.0,41,0,0,0.0,0.12087906619703326
885,0.027627250625693905,True,integer optimal solution,"[ 0.      0.      0.     -0.      0.0276  0.      0.      0.     -0.
 -0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.     -0.      0.      0.      0.     -0.     -0.      0.    ]","[   0.    0.    0.    0. -127.    0.    0.    0.   -0.   -0.    0.   -0.
   -0.   -0.    0.    0.    0.    0.    0.   -0.    0.    0.    0.    0.
   -0.    0.]",0.027848003564041383,0.027848003564041383,0.0,24,0,0,0.0,0.027627250625693905
887,0.06717102098429338,True,integer optimal solution,"[ 0.      0.      0.      0.0672  0.0643 -0.     -0.      0.     -0.
  0.      0.      0.063  -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -1.100e+01 -7.828e+03  0.000e+00
 -0.000e+00  0.000e+00 -0.000e+00  0.000e+00  0.000e+00  1.000e+00
 -0.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 -0.000e+00  0.000e+00]",0.06718081820188153,0.06718081820188153,0.0,58,0,0,0.0,0.24981422893853134
889,0.1326666211674759,True,integer optimal solution,"[ 0.      0.      0.      0.      0.0163  0.      0.     -0.      0.
  0.      0.     -0.     -0.      0.1057  0.      0.0487  0.      0.1327
  0.      0.      0.      0.      0.     -0.     -0.      0.    ]","[   0.    0.    0.    0. -532.    0.    0.    0.    0.    0.    0.   -0.
   -0.    1.    0.   -1.    0.   -1.    0.    0.    0.    0.    0.    0.
   -0.    0.]",0.1329542009503595,0.1329542009503595,0.0,44,0,0,0.015625,0.3033396629459706
895,0.05153106980698752,True,integer optimal solution,"[ 0.      0.      0.      0.0515  0.0477 -0.     -0.      0.      0.
  0.      0.     -0.     -0.     -0.     -0.      0.      0.      0.
  0.     -0.      0.      0.      0.      0.      0.      0.    ]","[    0.     0.     0.    -4. -1931.    -0.    -0.     0.     0.     0.
     0.    -0.    -0.    -0.    -0.     0.     0.     0.     0.    -0.
     0.     0.     0.     0.     0.     0.]",0.051577684051351755,0.05157768405135176,0.0,43,0,0,0.0,0.09926905674543551
896,0.10566663382503758,True,integer optimal solution,"[0.     0.     0.     0.     0.0011 0.     0.     0.     0.     0.
 0.     0.063  0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0. -6.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0. -0.  0.  0.]",0.10574711615340436,0.10574711615340436,0.0,42,0,0,0.015625,0.2251110041105463
898,0.06299998452436428,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0. -0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.06434904609281236,0.06434904609281236,0.0,19,0,0,0.0,0.11833330506719741
902,0.03149586870443466,True,integer optimal solution,"[ 0.      0.      0.      0.0288  0.0315 -0.      0.     -0.     -0.
 -0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.     -0.      0.      0.      0.      0.      0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -2.000e+00 -2.219e+03  0.000e+00
  0.000e+00  0.000e+00 -0.000e+00 -0.000e+00  0.000e+00 -0.000e+00
 -0.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00]",0.031498051374748155,0.031498051374748155,0.0,46,0,0,0.015625,0.060273593915060264
903,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.0395  0.      0.      0.      0.     -0.
  0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.  0.  0. -1.  0.  0. -0.  0. -0.  0.  0. -0. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.05559614055189315,0.05559614055189315,0.0,39,0,0,0.0,0.09478924798629845
907,0.10566663382503763,True,integer optimal solution,"[ 0.      0.      0.      0.0609  0.0008 -0.      0.      0.     -0.
 -0.      0.     -0.     -0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.  0.  0. -5. -7.  0. -0.  0. -0. -0.  0. -0. -0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.10571422823428854,0.10571422823428854,0.0,41,0,0,0.0,0.22273525318959975
908,0.06299998452436384,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.     -0.     -0.
 -0.      0.      0.063  -0.     -0.     -0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0. -0.  0.  1. -0. -0. -0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.06309152902577758,0.06309152902577758,0.0,43,0,0,0.0,0.11833330506719741
909,0.05533332054283324,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0.]",0.05546584492033916,0.05546584492033916,0.0,33,0,0,0.0,0.05533332054283324
910,0.12656413050397475,True,integer optimal solution,"[ 0.      0.      0.      0.1266  0.1047  0.      0.     -0.      0.1197
 -0.      0.      0.063  -0.      0.1057 -0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -1.000e+01 -1.026e+03  0.000e+00
  0.000e+00  0.000e+00  1.000e+00 -0.000e+00  0.000e+00  1.000e+00
 -0.000e+00  1.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 -0.000e+00  0.000e+00]",0.12704101558851502,0.12704101558851502,0.0,54,0,0,0.0,0.5749468941180221
911,0.10566663382503763,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.  0. -0.
  0.  1.  0.  0.  0. -0.  0.  0.]",0.10591995061385509,0.10591995061385509,0.0,36,0,0,0.0,0.22399993889223502
